Event	ID	Name			Wwise Object Path	Notes
	179926370	Character_Emotion_Angry_SFX			\Default Work Unit\NonCombat_SFX\Emotion\Character_Emotion_Angry_SFX	
	198066997	Ob_Fire_Ignition_SFX			\Default Work Unit\NonCombat_SFX\Ob_Fire_Ignition_SFX	
	544226120	Transition_FadeIn			\Default Work Unit\UI\Transition_FadeIn	
	918533349	NonCombat_BGM			\Default Work Unit\BGM\NonCombat\NonCombat_BGM	
	1024104135	Ui_Typing_SFX			\Default Work Unit\NonCombat_SFX\Ui_Typing_SFX	
	1873933263	Transition_FadeOut			\Default Work Unit\UI\Transition_FadeOut	
	1920166314	Character_Emotion_Dumbfounded_SFX			\Default Work Unit\NonCombat_SFX\Emotion\Character_Emotion_Dumbfounded_SFX	
	2299963368	Gio_BodyFall_SFX			\Default Work Unit\Player\NonCombat\Gio_BodyFall_SFX	
	2869548328	NonCombat_BGM_Stop			\Default Work Unit\BGM\NonCombat\NonCombat_BGM_Stop	
	3095903108	Character_Emotion_QuestionMark_SFX			\Default Work Unit\NonCombat_SFX\Emotion\Character_Emotion_QuestionMark_SFX	
	3661802867	Ob_Fire_SwitchOn_SFX			\Default Work Unit\NonCombat_SFX\Ob_Fire_SwitchOn_SFX	
	3989126589	Ob_Fire_Fire_Amb			\Default Work Unit\NonCombat_SFX\Ob_Fire_Fire_Amb	
	4038898239	Player_Step_SFX			\Default Work Unit\Player\NonCombat\Player_Step_SFX	
	4145632761	Ob_Door_SFX			\Default Work Unit\NonCombat_SFX\Ob_Door_SFX	

Switch Group	ID	Name			Wwise Object Path	Notes
	927944968	NonCombatBGM			\Default Work Unit\NonCombatBGM	
	1382476432	State			\Default Work Unit\State	

Switch	ID	Name	Switch Group			Notes
	268061649	TimmyHouse	NonCombatBGM			
	3091570009	Town	NonCombatBGM			
	2058049674	Wood	State			
	2195636714	Dirt	State			
	4248645337	Grass	State			

State Group	ID	Name			Wwise Object Path	Notes
	1931646578	CampFire			\Default Work Unit\CampFire	

State	ID	Name	State Group			Notes
	2206092402	Timmy_House	CampFire			
	3091570009	Town	CampFire			

Effect plug-ins	ID	Name	Type				Notes
	1819748223	EQ	Wwise Parametric EQ			
	3160090811	New_Compressor	Wwise Compressor			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	18628162	Ob_Fire_SwitchOn	C:\Users\xcwhy\Documents\GitHub\DuetForte\GITDuet-Forte\Duet-Forte\WwiseProject\.cache\Windows\SFX\Ob_Fire_SwitchOn_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\NonCombat\FirePlace\Ob_Fire_SwitchOn		93596
	43014063	Gio_BodyFall_SFX	C:\Users\xcwhy\Documents\GitHub\DuetForte\GITDuet-Forte\Duet-Forte\WwiseProject\.cache\Windows\SFX\Gio_BodyFall_SFX_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\MainMenu\NonCombat\Gio_BodyFall\Gio_BodyFall_SFX		998432
	48994660	Door	C:\Users\xcwhy\Documents\GitHub\DuetForte\GITDuet-Forte\Duet-Forte\WwiseProject\.cache\Windows\SFX\Door_B0633567.wem		\Actor-Mixer Hierarchy\Default Work Unit\NonCombat\Door\Door		156680
	57689545	Ob_Fire_Fire	C:\Users\xcwhy\Documents\GitHub\DuetForte\GITDuet-Forte\Duet-Forte\WwiseProject\.cache\Windows\SFX\Ob_Fire_Fire_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\NonCombat\FirePlace\Ob_Fire_Fire		15360100
	98167887	Character_Emotion_QuestionMark_SFX	C:\Users\xcwhy\Documents\GitHub\DuetForte\GITDuet-Forte\Duet-Forte\WwiseProject\.cache\Windows\SFX\Character_Emotion_QuestionMark_SFX_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Emotion\Character_Emotion_QuestionMark_SFX\Character_Emotion_QuestionMark_SFX		142444
	225295536	Typing01	C:\Users\xcwhy\Documents\GitHub\DuetForte\GITDuet-Forte\Duet-Forte\WwiseProject\.cache\Windows\SFX\Typing01_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\NonCombat\Typing\Typing01		43688
